train_id,line,departure_station,arrival_station,scheduled_departure,scheduled_arrival,travel_time_min,stops,frequency,status,platform,direction,coach_count,ac_type
DMT-G019,Green Line,Punjabi Bagh,Mundka,15:25,15:47,22,11,Every 7 min,Delayed,4,Down,4,Full AC
DMT-R020,Red Line,Welcome,Shahdara,08:25,08:28,3,1,Every 5 min,Running,2,Down,8,Full AC
DMT-R024,Red Line,Rohini West,Pratap Nagar,05:00,05:18,18,9,Every 5 min,On Time,4,Down,4,Full AC
DMT-G006,Green Line,Madipur,Nangloi,18:45,19:03,18,6,Every 7 min,On Time,2,Up,6,Non-AC
DMT-G024,Green Line,Satguru Ram Singh Marg,Ashok Park Main,08:05,08:08,3,1,Every 5 min,On Time,3,Down,6,Full AC
DMT-R007,Red Line,Keshav Puram,Kanhaiya Nagar,09:20,09:22,2,1,Every 15 min,On Time,4,Down,6,Full AC
DMT-B022,Blue Line,Dwarka Sector 8,Dwarka,06:50,06:52,2,1,Every 5 min,On Time,3,Down,8,Non-AC
DMT-V006,Violet Line,Nehru Place,Escorts Mujesar,18:40,19:31,51,17,Every 5 min,Cancelled,3,Up,4,Full AC
DMT-Y003,Yellow Line,Haiderpur Badli Mor,Sikanderpur,10:20,11:22,62,31,Every 5 min,On Time,2,Up,8,Non-AC
DMT-R008,Red Line,Netaji Subhash Place,Shastri Nagar,18:15,18:27,12,4,Every 5 min,On Time,3,Up,6,Full AC
DMT-B011,Blue Line,Janakpuri West,Yamuna Bank,10:05,10:41,36,12,Every 10 min,On Time,2,Down,8,Full AC
DMT-V021,Violet Line,Janpath,Jasola Apollo,11:25,12:01,36,12,Every 15 min,Cancelled,2,Down,4,Full AC
DMT-B018,Blue Line,Pragati Maidan,Noida Sector 15,16:25,16:31,6,3,Every 3 min,On Time,4,Down,8,Full AC
DMT-V014,Violet Line,Jasola Apollo,Escorts Mujesar,23:40,23:55,39,13,Every 3 min,On Time,3,Up,8,Non-AC
DMT-G021,Green Line,Nangloi,Rajdhani Park,17:55,17:59,4,2,Every 5 min,On Time,4,Down,6,Full AC
DMT-G004,Green Line,Ashok Park Main,Madipur,08:15,08:24,9,3,Every 10 min,On Time,2,Down,8,Full AC
DMT-G011,Green Line,Shivaji Park,Paschim Vihar East,13:15,13:21,6,2,Every 5 min,On Time,2,Down,6,Full AC
DMT-B005,Blue Line,Ramesh Nagar,Indraprastha,23:20,23:41,21,7,Every 3 min,On Time,4,Up,4,Non-AC
DMT-V001,Violet Line,Janpath,Nehru Place,08:25,08:49,24,8,Every 7 min,On Time,4,Down,6,Full AC
DMT-V023,Violet Line,NHPC Chowk,Badkhal Mor,21:05,21:11,6,3,Every 5 min,On Time,2,Up,8,Full AC
DMT-G024,Green Line,Madipur,Paschim Vihar West,13:10,13:14,4,2,Every 5 min,On Time,3,Up,6,Full AC
DMT-B011,Blue Line,Dwarka,Noida City Centre,23:55,23:55,34,17,Every 10 min,On Time,4,Down,4,Full AC
DMT-V018,Violet Line,Delhi Gate,Sarai,22:35,23:15,40,20,Every 7 min,Delayed,2,Up,6,Full AC
DMT-G009,Green Line,Ashok Park Main,Mundka,17:10,17:46,36,12,Every 7 min,On Time,1,Down,4,Full AC
DMT-B013,Blue Line,Indraprastha,Noida Sector 16,18:50,18:59,9,3,Every 5 min,On Time,2,Down,4,Full AC
DMT-B015,Blue Line,Uttam Nagar East,Rajouri Garden,23:30,23:34,4,2,Every 5 min,On Time,1,Down,8,Full AC
DMT-B003,Blue Line,Moti Nagar,Noida Sector 15,09:40,10:10,30,10,Every 5 min,On Time,3,Up,6,Full AC
DMT-B019,Blue Line,Rajouri Garden,Karol Bagh,08:35,08:45,10,5,Every 5 min,On Time,1,Down,6,Full AC
DMT-V005,Violet Line,Harkesh Nagar Okhla,Sarita Vihar,22:00,22:04,4,2,Every 3 min,On Time,1,Up,6,Full AC
DMT-V021,Violet Line,Sarai,Raja Nahar Singh,16:45,17:12,27,9,Every 5 min,On Time,4,Up,4,Full AC
DMT-G006,Green Line,Ashok Park Main,Nangloi Railway Station,10:25,10:45,20,10,Every 5 min,On Time,2,Down,8,Full AC
DMT-V015,Violet Line,Jasola Apollo,Mohan Estate,15:45,15:51,6,2,Every 10 min,On Time,4,Down,6,Full AC
DMT-R018,Red Line,Kohat Enclave,Kashmere Gate,18:15,18:42,27,9,Every 15 min,On Time,1,Down,8,Full AC
DMT-B019,Blue Line,Dwarka Sector 8,Moti Nagar,22:55,23:13,18,6,Every 3 min,On Time,3,Up,8,Full AC
DMT-Y014,Yellow Line,Haiderpur Badli Mor,Chandni Chowk,18:25,18:55,30,10,Every 5 min,Running,2,Down,4,Full AC
DMT-Y016,Yellow Line,Samaypur Badli,HUDA City Centre,16:10,17:22,72,36,Every 15 min,Running,2,Up,4,Full AC
DMT-Y007,Yellow Line,Vidhan Sabha,Ghitorni,08:40,09:22,42,21,Every 10 min,Cancelled,2,Down,4,Full AC
DMT-Y007,Yellow Line,Chhattarpur,Sikanderpur,23:05,23:20,15,5,Every 3 min,On Time,4,Down,4,Full AC
DMT-B024,Blue Line,Kirti Nagar,Indraprastha,21:20,21:38,18,9,Every 5 min,On Time,3,Down,4,Full AC
DMT-R012,Red Line,Pitampura,Keshav Puram,12:15,12:21,6,3,Every 5 min,Running,4,Up,4,Full AC
DMT-Y022,Yellow Line,Udyog Bhawan,Guru Dronacharya,21:45,22:27,42,14,Every 10 min,On Time,1,Down,6,Full AC
DMT-G001,Green Line,Satguru Ram Singh Marg,Nangloi,09:15,09:45,30,10,Every 7 min,On Time,2,Up,8,Full AC
DMT-G025,Green Line,Punjabi Bagh,Maharaja Surajmal Stadium,06:05,06:26,21,7,Every 10 min,On Time,1,Up,8,Full AC
DMT-G005,Green Line,Paschim Vihar East,Paschim Vihar West,23:25,23:27,2,1,Every 5 min,On Time,2,Up,6,Full AC
DMT-Y024,Yellow Line,MG Road,HUDA City Centre,13:00,13:06,6,2,Every 5 min,Delayed,4,Up,6,Non-AC
DMT-R014,Red Line,Rithala,Keshav Puram,13:05,13:23,18,6,Every 5 min,Delayed,4,Up,8,Full AC
DMT-B020,Blue Line,Dwarka Sector 8,Indraprastha,15:05,15:33,28,14,Every 3 min,Running,4,Up,6,Full AC
DMT-R022,Red Line,Pratap Nagar,Welcome,13:10,13:28,18,6,Every 5 min,On Time,3,Up,4,Full AC
DMT-V011,Violet Line,Mandi House,Kailash Colony,22:30,22:46,16,8,Every 10 min,On Time,2,Down,8,Full AC
DMT-R013,Red Line,Rithala,Inderlok,11:30,11:46,16,8,Every 7 min,On Time,1,Up,6,Full AC
DMT-Y009,Yellow Line,Jahangirpuri,Azadpur,15:25,15:31,6,2,Every 10 min,On Time,3,Down,6,Full AC
DMT-Y023,Yellow Line,Vishwavidyalaya,Ghitorni,20:45,21:51,66,22,Every 10 min,On Time,2,Down,8,Full AC
DMT-Y012,Yellow Line,Arjan Garh,HUDA City Centre,22:15,22:25,10,5,Every 15 min,On Time,1,Up,6,Full AC
DMT-V016,Violet Line,Central Secretariat,Mewala Maharajpur,05:15,05:51,36,18,Every 5 min,On Time,1,Up,8,Full AC
DMT-B014,Blue Line,Ramesh Nagar,Rajendra Place,16:00,16:02,2,1,Every 7 min,On Time,4,Up,6,Full AC
DMT-R023,Red Line,Rohini West,Shastri Nagar,18:50,19:06,16,8,Every 7 min,On Time,4,Down,4,Full AC
DMT-R025,Red Line,Kohat Enclave,Netaji Subhash Place,13:55,13:58,3,1,Every 10 min,On Time,2,Up,4,Full AC
DMT-R007,Red Line,Rohini East,Keshav Puram,12:45,12:53,8,4,Every 10 min,On Time,4,Down,8,Full AC
DMT-V018,Violet Line,Tughlakabad,Badkhal Mor,12:20,12:32,12,6,Every 7 min,On Time,3,Down,4,Full AC
DMT-G023,Green Line,Nangloi,Mundka,12:20,12:29,9,3,Every 5 min,Running,4,Up,8,Full AC
DMT-V019,Violet Line,Janpath,Tughlakabad,13:55,14:25,30,15,Every 15 min,On Time,1,Up,8,Full AC
DMT-V005,Violet Line,Kalkaji Mandir,NHPC Chowk,22:25,22:43,18,9,Every 5 min,On Time,2,Up,4,Full AC
DMT-B016,Blue Line,Dwarka Sector 21,Noida Sector 16,11:50,12:26,36,18,Every 3 min,On Time,2,Up,4,Full AC
DMT-B009,Blue Line,Dwarka Sector 21,Noida Sector 16,22:55,23:31,36,18,Every 7 min,On Time,2,Down,4,Full AC
DMT-V002,Violet Line,Janpath,Govindpuri,07:50,08:10,20,10,Every 5 min,On Time,2,Down,4,Full AC
DMT-B024,Blue Line,Dwarka,Rajiv Chowk,12:00,12:27,27,9,Every 7 min,On Time,3,Up,6,Full AC
DMT-Y020,Yellow Line,Jahangirpuri,Central Secretariat,10:30,11:12,42,14,Every 5 min,On Time,4,Up,4,Full AC
DMT-B016,Blue Line,Indraprastha,Noida Sector 15,15:00,15:06,6,2,Every 10 min,On Time,3,Down,6,Full AC
DMT-Y021,Yellow Line,GTB Nagar,HUDA City Centre,17:05,18:03,58,29,Every 5 min,Delayed,4,Up,8,Full AC
DMT-G025,Green Line,Paschim Vihar West,Nangloi,13:30,13:42,12,4,Every 7 min,On Time,4,Down,8,Full AC
DMT-G008,Green Line,Shivaji Park,Paschim Vihar East,21:40,21:46,6,2,Every 10 min,Running,3,Up,4,Full AC
DMT-G008,Green Line,Punjabi Bagh,Mundka,05:45,06:07,22,11,Every 7 min,On Time,2,Up,4,Full AC
DMT-R022,Red Line,Rohini East,Shastri Nagar,13:20,13:41,21,7,Every 7 min,On Time,4,Up,8,Non-AC
DMT-Y014,Yellow Line,Haiderpur Badli Mor,Vishwavidyalaya,10:40,10:52,12,6,Every 5 min,Running,1,Up,6,Non-AC
DMT-R005,Red Line,Netaji Subhash Place,Shastri Park,09:40,09:58,18,9,Every 10 min,On Time,2,Up,8,Full AC
DMT-Y017,Yellow Line,Jahangirpuri,Race Course,19:40,20:12,32,16,Every 15 min,On Time,4,Up,6,Full AC
DMT-B002,Blue Line,Rajiv Chowk,Barakhamba Road,22:00,22:02,2,1,Every 7 min,On Time,4,Up,6,Full AC
DMT-R006,Red Line,Rohini East,Dilshad Garden,14:30,15:02,32,16,Every 3 min,On Time,2,Down,4,Full AC
DMT-B010,Blue Line,Uttam Nagar East,Noida Sector 15,19:15,19:57,42,14,Every 5 min,On Time,3,Down,6,Full AC
DMT-V001,Violet Line,Jama Masjid,Neelam Chowk Ajronda,19:45,20:39,54,27,Every 5 min,On Time,2,Up,4,Full AC
DMT-G021,Green Line,Ashok Park Main,Nangloi Railway Station,10:30,10:50,20,10,Every 3 min,On Time,4,Up,8,Non-AC
DMT-V009,Violet Line,Jangpura,NHPC Chowk,16:45,17:13,28,14,Every 7 min,Running,3,Down,6,Full AC
DMT-G006,Green Line,Udyog Nagar,Nangloi Railway Station,14:20,14:26,6,3,Every 5 min,On Time,1,Up,6,Full AC
DMT-R011,Red Line,Shastri Nagar,Shahdara,08:15,08:31,16,8,Every 3 min,On Time,2,Up,8,Full AC
DMT-R015,Red Line,Rohini East,Shastri Park,11:25,12:01,36,12,Every 15 min,Delayed,4,Down,6,Full AC
DMT-Y012,Yellow Line,Samaypur Badli,Jor Bagh,19:45,20:25,40,20,Every 5 min,On Time,1,Down,4,Full AC
DMT-G016,Green Line,Shivaji Park,Mundka,12:25,12:45,20,10,Every 7 min,On Time,4,Up,8,Full AC
DMT-B021,Blue Line,Moti Nagar,Indraprastha,14:40,15:04,24,8,Every 7 min,Delayed,4,Down,8,Non-AC
DMT-V013,Violet Line,Tughlakabad,Escorts Mujesar,18:55,19:25,30,10,Every 5 min,On Time,4,Down,8,Full AC
DMT-Y005,Yellow Line,Patel Chowk,Sikanderpur,06:40,07:31,51,17,Every 7 min,On Time,2,Up,6,Non-AC
DMT-Y008,Yellow Line,Patel Chowk,Saket,16:55,17:25,30,10,Every 3 min,On Time,1,Down,8,Full AC
DMT-B007,Blue Line,Uttam Nagar East,Kirti Nagar,12:35,12:41,6,3,Every 7 min,Delayed,1,Up,6,Full AC
DMT-Y022,Yellow Line,Haiderpur Badli Mor,Civil Lines,23:40,23:56,16,8,Every 5 min,Delayed,2,Down,8,Non-AC
DMT-R006,Red Line,Tis Hazari,Seelampur,10:35,10:44,9,3,Every 7 min,On Time,2,Down,6,Full AC
DMT-G007,Green Line,Paschim Vihar East,Brigadier Hoshiar Singh,14:10,14:28,18,9,Every 10 min,Cancelled,2,Up,8,Full AC
DMT-V017,Violet Line,Nehru Place,Kalkaji Mandir,10:25,10:28,3,1,Every 5 min,On Time,3,Up,8,Full AC
DMT-V005,Violet Line,JLN Stadium,Govindpuri,05:15,05:36,21,7,Every 7 min,On Time,1,Up,8,Full AC
DMT-R023,Red Line,Netaji Subhash Place,Inderlok,20:35,20:44,9,3,Every 7 min,Running,2,Up,4,Full AC
DMT-G016,Green Line,Paschim Vihar West,Udyog Nagar,16:55,17:01,6,2,Every 5 min,Delayed,2,Up,4,Full AC
DMT-R020,Red Line,Shastri Nagar,Pulbangash,22:00,22:04,4,2,Every 3 min,On Time,1,Down,8,Full AC
DMT-B008,Blue Line,Dwarka,Indraprastha,20:20,20:46,26,13,Every 3 min,On Time,4,Up,8,Full AC
DMT-R001,Red Line,Pitampura,Keshav Puram,11:20,11:29,9,3,Every 7 min,On Time,4,Up,8,Non-AC
DMT-V004,Violet Line,Jangpura,Sarai,18:10,18:36,26,13,Every 5 min,On Time,2,Down,8,Full AC
DMT-G023,Green Line,Paschim Vihar East,Udyog Nagar,21:45,21:51,6,3,Every 3 min,On Time,3,Down,8,Full AC
DMT-B013,Blue Line,Pragati Maidan,Noida Sector 15,10:20,10:26,6,3,Every 3 min,On Time,1,Down,6,Full AC
DMT-R011,Red Line,Kashmere Gate,Seelampur,17:20,17:26,6,2,Every 7 min,On Time,3,Up,8,Non-AC
DMT-G006,Green Line,Satguru Ram Singh Marg,Paschim Vihar East,15:10,15:25,15,5,Every 3 min,On Time,3,Up,4,Full AC
DMT-R018,Red Line,Rohini East,Shahdara,12:20,12:50,30,15,Every 3 min,On Time,4,Down,6,Full AC
DMT-V014,Violet Line,Lajpat Nagar,Mohan Estate,21:00,21:27,27,9,Every 3 min,On Time,1,Down,6,Full AC
DMT-G022,Green Line,Kirti Nagar,Madipur,11:05,11:15,10,5,Every 5 min,Delayed,1,Down,6,Full AC
DMT-Y025,Yellow Line,Central Secretariat,Guru Dronacharya,15:45,16:15,30,15,Every 3 min,On Time,2,Up,4,Non-AC
DMT-G014,Green Line,Kirti Nagar,Mundka,09:10,09:52,42,14,Every 3 min,Running,3,Down,8,Full AC
DMT-V024,Violet Line,Kashmere Gate,Central Secretariat,19:30,19:44,14,7,Every 5 min,On Time,4,Up,6,Full AC
DMT-R002,Red Line,Netaji Subhash Place,Shastri Park,17:15,17:33,18,9,Every 5 min,On Time,2,Down,4,Non-AC
DMT-G017,Green Line,Paschim Vihar West,Maharaja Surajmal Stadium,09:40,09:49,9,3,Every 15 min,On Time,2,Up,6,Full AC
DMT-R016,Red Line,Pulbangash,Tis Hazari,05:50,05:52,2,1,Every 5 min,On Time,2,Up,6,Non-AC
DMT-V001,Violet Line,Lajpat Nagar,Mewala Maharajpur,13:20,13:48,28,14,Every 10 min,On Time,2,Down,6,Full AC
DMT-B018,Blue Line,Barakhamba Road,Noida City Centre,17:55,18:09,14,7,Every 5 min,Delayed,3,Down,4,Full AC
DMT-R009,Red Line,Inderlok,Seelampur,08:35,08:56,21,7,Every 7 min,On Time,3,Down,4,Non-AC
DMT-V003,Violet Line,Sarita Vihar,Sarai,21:40,21:48,8,4,Every 5 min,On Time,1,Down,4,Non-AC
DMT-R017,Red Line,Rithala,Pitampura,06:45,06:54,9,3,Every 3 min,On Time,2,Down,8,Full AC
DMT-G008,Green Line,Kirti Nagar,Udyog Nagar,18:00,18:27,27,9,Every 7 min,On Time,4,Down,8,Non-AC
DMT-R001,Red Line,Kanhaiya Nagar,Inderlok,17:30,17:32,2,1,Every 15 min,Running,4,Up,8,Full AC
DMT-G019,Green Line,Ashok Park Main,Udyog Nagar,13:05,13:19,14,7,Every 5 min,On Time,4,Up,4,Full AC
DMT-V004,Violet Line,Jama Masjid,ITO,17:15,17:19,4,2,Every 5 min,On Time,3,Down,6,Full AC
DMT-G015,Green Line,Peeragarhi,Mundka,06:25,06:37,12,6,Every 5 min,Delayed,1,Down,6,Full AC
DMT-V007,Violet Line,ITO,Janpath,23:30,23:36,6,2,Every 5 min,Delayed,4,Up,8,Full AC
DMT-Y024,Yellow Line,Jahangirpuri,IFFCO Chowk,11:05,12:41,96,32,Every 10 min,On Time,4,Up,4,Non-AC
DMT-B008,Blue Line,Barakhamba Road,Mandi House,23:05,23:07,2,1,Every 10 min,On Time,4,Up,6,Full AC
DMT-Y019,Yellow Line,Guru Dronacharya,Sikanderpur,19:30,19:32,2,1,Every 5 min,On Time,1,Up,4,Full AC
DMT-R004,Red Line,Kohat Enclave,Inderlok,09:00,09:08,8,4,Every 7 min,On Time,1,Up,8,Full AC
DMT-G023,Green Line,Peeragarhi,Nangloi Railway Station,13:20,13:28,8,4,Every 5 min,On Time,3,Up,6,Non-AC
DMT-R016,Red Line,Tis Hazari,Shahdara,19:45,20:00,15,5,Every 10 min,Running,2,Up,4,Full AC
DMT-V009,Violet Line,Central Secretariat,Kalkaji Mandir,19:50,20:14,24,8,Every 10 min,On Time,3,Down,8,Full AC
DMT-Y008,Yellow Line,Jahangirpuri,Saket,20:00,21:09,69,23,Every 3 min,On Time,2,Up,8,Full AC
DMT-B009,Blue Line,Dwarka,Indraprastha,17:15,17:41,26,13,Every 10 min,On Time,2,Down,8,Full AC
DMT-B010,Blue Line,Kirti Nagar,Noida City Centre,23:05,23:31,26,13,Every 5 min,Running,3,Down,6,Full AC
DMT-G004,Green Line,Kirti Nagar,Nangloi Railway Station,21:45,22:09,24,12,Every 7 min,On Time,3,Up,8,Non-AC
DMT-B001,Blue Line,Yamuna Bank,Noida Sector 15,16:35,16:38,3,1,Every 7 min,Delayed,1,Down,4,Full AC
DMT-R012,Red Line,Pitampura,Kohat Enclave,07:10,07:12,2,1,Every 5 min,Cancelled,4,Up,4,Full AC
DMT-V016,Violet Line,ITO,JLN Stadium,17:10,17:20,10,5,Every 5 min,On Time,2,Down,6,Full AC
DMT-R010,Red Line,Keshav Puram,Dilshad Garden,09:45,10:21,36,12,Every 10 min,Delayed,1,Down,6,Full AC
DMT-V019,Violet Line,Old Faridabad,Raja Nahar Singh,14:15,14:27,12,4,Every 10 min,On Time,3,Down,6,Full AC
DMT-G013,Green Line,Punjabi Bagh,Madipur,18:50,18:54,4,2,Every 5 min,Running,1,Down,4,Full AC
DMT-B017,Blue Line,Moti Nagar,Barakhamba Road,22:45,23:00,15,5,Every 7 min,Delayed,4,Up,6,Full AC
DMT-R005,Red Line,Kanhaiya Nagar,Pulbangash,11:20,11:32,12,4,Every 7 min,On Time,3,Down,6,Full AC
DMT-G003,Green Line,Satguru Ram Singh Marg,Mundka,12:00,12:26,26,13,Every 5 min,On Time,4,Down,8,Full AC
DMT-Y009,Yellow Line,Sultanpur,Guru Dronacharya,23:00,23:09,9,3,Every 3 min,On Time,2,Down,8,Full AC
DMT-R014,Red Line,Keshav Puram,Pratap Nagar,17:05,17:13,8,4,Every 3 min,On Time,3,Down,6,Full AC
DMT-B016,Blue Line,Dwarka Sector 8,Moti Nagar,07:25,07:43,18,6,Every 5 min,On Time,4,Down,4,Full AC
DMT-G017,Green Line,Satguru Ram Singh Marg,Paschim Vihar East,07:10,07:20,10,5,Every 3 min,On Time,2,Down,4,Full AC
DMT-R024,Red Line,Kanhaiya Nagar,Welcome,09:45,10:03,18,9,Every 5 min,Running,4,Down,6,Non-AC
DMT-Y009,Yellow Line,Model Town,Sikanderpur,14:35,15:56,81,27,Every 5 min,On Time,3,Up,8,Full AC
DMT-Y020,Yellow Line,Adarsh Nagar,IFFCO Chowk,16:35,17:37,62,31,Every 5 min,Delayed,4,Down,4,Full AC
DMT-V010,Violet Line,Jangpura,Sector 28,23:15,23:47,32,16,Every 5 min,On Time,2,Down,6,Full AC
DMT-Y004,Yellow Line,GTB Nagar,Ghitorni,05:30,06:16,46,23,Every 7 min,Delayed,4,Down,4,Full AC
DMT-Y016,Yellow Line,INA,Sultanpur,22:00,22:16,16,8,Every 7 min,Delayed,2,Up,6,Full AC
DMT-R012,Red Line,Pulbangash,Tis Hazari,17:25,17:27,2,1,Every 5 min,On Time,3,Down,4,Full AC
DMT-R007,Red Line,Keshav Puram,Inderlok,07:15,07:21,6,2,Every 5 min,Delayed,2,Up,4,Full AC
DMT-R021,Red Line,Kanhaiya Nagar,Seelampur,20:45,21:09,24,8,Every 5 min,On Time,1,Up,8,Full AC
DMT-V013,Violet Line,Moolchand,Kailash Colony,16:50,16:52,2,1,Every 5 min,Running,2,Up,6,Full AC
DMT-V003,Violet Line,Nehru Place,Mohan Estate,07:25,07:37,12,6,Every 5 min,Running,2,Down,6,Full AC
DMT-R011,Red Line,Rithala,Welcome,23:30,23:55,32,16,Every 5 min,On Time,1,Up,4,Full AC
DMT-V013,Violet Line,Kashmere Gate,JLN Stadium,18:25,18:52,27,9,Every 7 min,On Time,3,Down,4,Full AC
DMT-G025,Green Line,Paschim Vihar West,Mundka,12:40,12:54,14,7,Every 10 min,On Time,2,Down,4,Full AC
DMT-R006,Red Line,Netaji Subhash Place,Welcome,21:30,22:03,33,11,Every 7 min,Delayed,1,Up,8,Full AC
DMT-V023,Violet Line,Janpath,Escorts Mujesar,05:05,06:20,75,25,Every 10 min,On Time,4,Up,6,Full AC
DMT-R006,Red Line,Rohini West,Tis Hazari,08:50,09:23,33,11,Every 3 min,On Time,2,Down,6,Full AC
DMT-B004,Blue Line,Rajendra Place,Noida Sector 15,14:10,14:34,24,8,Every 7 min,Running,2,Up,4,Full AC
DMT-V002,Violet Line,Central Secretariat,Sector 28,18:30,19:27,57,19,Every 3 min,On Time,1,Up,8,Full AC
DMT-G007,Green Line,Madipur,Maharaja Surajmal Stadium,05:40,05:50,10,5,Every 5 min,On Time,3,Down,8,Full AC
DMT-R004,Red Line,Rohini East,Pitampura,14:00,14:02,2,1,Every 3 min,Delayed,1,Up,8,Full AC
DMT-Y008,Yellow Line,Central Secretariat,MG Road,23:05,23:56,51,17,Every 5 min,Running,2,Up,6,Non-AC
DMT-V017,Violet Line,Moolchand,Mohan Estate,05:10,05:26,16,8,Every 5 min,On Time,3,Up,8,Full AC
DMT-Y004,Yellow Line,Jahangirpuri,Adarsh Nagar,12:25,12:28,3,1,Every 5 min,On Time,3,Up,6,Non-AC
DMT-B022,Blue Line,Barakhamba Road,Indraprastha,13:15,13:21,6,3,Every 3 min,On Time,3,Up,6,Non-AC
DMT-V004,Violet Line,Sarita Vihar,Old Faridabad,14:50,15:17,27,9,Every 5 min,On Time,3,Up,8,Full AC
DMT-G008,Green Line,Madipur,Paschim Vihar West,05:25,05:31,6,2,Every 7 min,Running,2,Down,6,Full AC
DMT-Y004,Yellow Line,GTB Nagar,IFFCO Chowk,11:15,12:11,56,28,Every 7 min,On Time,2,Up,8,Full AC
DMT-B005,Blue Line,Indraprastha,Noida Sector 16,09:25,09:31,6,3,Every 5 min,On Time,1,Up,8,Full AC
DMT-B009,Blue Line,Indraprastha,Noida Sector 16,05:05,05:14,9,3,Every 5 min,Running,3,Down,8,Full AC
DMT-V001,Violet Line,Jasola Apollo,Sector 28,20:50,21:06,16,8,Every 7 min,Running,4,Up,4,Full AC
DMT-V017,Violet Line,Mandi House,Sector 28,11:10,11:52,42,21,Every 7 min,On Time,3,Down,6,Full AC
DMT-Y009,Yellow Line,Chhattarpur,HUDA City Centre,12:10,12:34,24,8,Every 10 min,On Time,1,Down,6,Full AC
DMT-B010,Blue Line,Dwarka,Indraprastha,23:10,23:36,26,13,Every 10 min,On Time,2,Up,8,Non-AC
DMT-G015,Green Line,Madipur,Paschim Vihar West,20:00,20:04,4,2,Every 5 min,On Time,1,Down,4,Full AC
DMT-G004,Green Line,Kirti Nagar,Shivaji Park,17:40,17:52,12,4,Every 7 min,Delayed,1,Down,6,Full AC
DMT-B007,Blue Line,Rajouri Garden,Noida City Centre,19:30,20:12,42,14,Every 7 min,On Time,1,Up,8,Full AC
DMT-Y014,Yellow Line,Green Park,Ghitorni,15:25,15:39,14,7,Every 5 min,On Time,2,Up,8,Full AC
DMT-V022,Violet Line,Harkesh Nagar Okhla,Mohan Estate,15:25,15:34,9,3,Every 5 min,On Time,3,Up,6,Full AC
DMT-R012,Red Line,Kohat Enclave,Tis Hazari,16:55,17:19,24,8,Every 3 min,On Time,4,Up,6,Full AC
DMT-G013,Green Line,Paschim Vihar East,Peeragarhi,07:20,07:24,4,2,Every 7 min,Delayed,2,Down,8,Full AC
DMT-Y025,Yellow Line,Central Secretariat,MG Road,13:30,14:21,51,17,Every 5 min,On Time,3,Down,6,Full AC
DMT-V024,Violet Line,Jama Masjid,Badkhal Mor,18:40,19:55,75,25,Every 3 min,On Time,2,Down,6,Full AC
DMT-B017,Blue Line,Dwarka Sector 21,Moti Nagar,08:20,08:34,14,7,Every 7 min,On Time,2,Up,8,Full AC
DMT-B025,Blue Line,Ramesh Nagar,Mandi House,14:20,14:30,10,5,Every 15 min,On Time,4,Up,8,Full AC
DMT-Y005,Yellow Line,Chhattarpur,Ghitorni,16:10,16:16,6,2,Every 3 min,On Time,1,Up,8,Non-AC
DMT-Y014,Yellow Line,Civil Lines,Sultanpur,10:35,11:32,57,19,Every 3 min,On Time,1,Down,8,Full AC
DMT-B020,Blue Line,Ramesh Nagar,Noida City Centre,23:40,23:55,33,11,Every 5 min,On Time,4,Up,6,Full AC
DMT-V005,Violet Line,Lal Quila,Badarpur Border,05:05,06:08,63,21,Every 3 min,Running,3,Down,6,Full AC
DMT-V024,Violet Line,Lal Quila,Sarai,11:35,12:19,44,22,Every 15 min,On Time,1,Down,8,Full AC
DMT-B012,Blue Line,Kirti Nagar,Noida Sector 15,08:35,08:57,22,11,Every 3 min,On Time,4,Up,6,Full AC
DMT-G012,Green Line,Ashok Park Main,Rajdhani Park,06:55,07:28,33,11,Every 7 min,On Time,1,Down,4,Full AC
DMT-Y018,Yellow Line,Patel Chowk,Race Course,08:30,08:36,6,3,Every 15 min,On Time,4,Up,4,Full AC
DMT-R007,Red Line,Pitampura,Kohat Enclave,09:15,09:17,2,1,Every 5 min,Delayed,1,Up,6,Full AC
DMT-Y014,Yellow Line,Kashmere Gate,Rajiv Chowk,18:45,18:57,12,4,Every 10 min,On Time,1,Up,6,Full AC
DMT-B004,Blue Line,Moti Nagar,Noida Sector 15,10:10,10:40,30,10,Every 5 min,On Time,4,Down,8,Full AC
DMT-R007,Red Line,Kohat Enclave,Pratap Nagar,06:50,07:02,12,6,Every 3 min,On Time,4,Down,6,Full AC
DMT-B003,Blue Line,Dwarka Sector 21,Rajouri Garden,05:55,06:05,10,5,Every 5 min,Cancelled,1,Up,8,Full AC
DMT-V012,Violet Line,Khan Market,Mewala Maharajpur,12:40,13:31,51,17,Every 5 min,On Time,3,Up,6,Full AC
DMT-B001,Blue Line,Rajendra Place,Pragati Maidan,08:00,08:15,15,5,Every 5 min,On Time,3,Up,4,Full AC
DMT-R010,Red Line,Rithala,Welcome,15:30,16:02,32,16,Every 7 min,Delayed,1,Down,4,Full AC
DMT-G017,Green Line,Satguru Ram Singh Marg,Peeragarhi,17:45,18:06,21,7,Every 5 min,On Time,4,Up,4,Full AC
DMT-R004,Red Line,Keshav Puram,Tis Hazari,19:15,19:33,18,6,Every 7 min,On Time,2,Up,8,Full AC
DMT-Y012,Yellow Line,Vishwavidyalaya,Vidhan Sabha,19:15,19:18,3,1,Every 15 min,On Time,1,Down,4,Full AC
