transaction_id,date,time,day,from_station,to_station,line,fare,payment_mode,card_type,passenger_type,is_holiday,trip_duration_min
TXN-012859,2026-01-25,13:15,Sunday,Shastri Nagar,Badkhal Mor,Red Line,60.0,Token,Student,Student,1,22
TXN-012860,2026-01-12,11:00,Monday,Brigadier Hoshiar Singh,Raja Nahar Singh,Green Line,15.0,QR Code,Regular,Regular,0,17
TXN-012861,2026-01-02,09:15,Friday,Indraprastha,Udyog Bhawan,Blue Line,15.0,Tourist Card,Regular,Regular,0,29
TXN-012862,2026-01-24,14:30,Saturday,Mewala Maharajpur,Samaypur Badli,Violet Line,15.0,National Common Mobility Card,Student,Student,0,74
TXN-012863,2026-02-01,09:45,Sunday,Dwarka,Mandi House,Blue Line,36.0,Smart Card,Student,Student,1,67
TXN-012864,2026-01-18,10:15,Sunday,Rithala,Satguru Ram Singh Marg,Red Line,20.0,Token,Differently Abled,Differently Abled,1,18
TXN-012865,2026-02-04,08:45,Wednesday,Kalkaji Mandir,Neelam Chowk Ajronda,Violet Line,36.0,Smart Card,Student,Student,0,50
TXN-012866,2026-01-09,10:45,Friday,AIIMS,Delhi Gate,Yellow Line,50.0,Tourist Card,Regular,Regular,0,60
TXN-012867,2026-01-14,05:45,Wednesday,INA,Shastri Park,Yellow Line,30.0,QR Code,Student,Student,0,17
TXN-012868,2026-01-29,18:30,Thursday,Chawri Bazar,Badkhal Mor,Yellow Line,20.0,QR Code,Student,Student,0,25
TXN-012869,2026-01-18,10:15,Sunday,Janakpuri West,Jahangirpuri,Blue Line,36.0,Smart Card,Regular,Regular,1,32
TXN-012870,2026-01-11,07:45,Sunday,Raja Nahar Singh,IFFCO Chowk,Violet Line,30.0,Token,Senior Citizen,Senior Citizen,1,33
TXN-012871,2026-01-05,18:00,Monday,Chawri Bazar,Vidhan Sabha,Yellow Line,27.0,Smart Card,Student,Student,0,20
TXN-012872,2026-02-23,20:30,Monday,Barakhamba Road,Keshav Puram,Blue Line,9.0,Smart Card,Senior Citizen,Senior Citizen,0,73
TXN-012873,2026-02-22,11:00,Sunday,Bata Chowk,Rajendra Place,Violet Line,45.0,Smart Card,Regular,Regular,1,10
TXN-012874,2026-02-08,19:30,Sunday,Harkesh Nagar Okhla,Saket,Violet Line,15.0,National Common Mobility Card,Student,Student,1,10
TXN-012875,2026-01-20,18:15,Tuesday,Netaji Subhash Place,Jahangirpuri,Red Line,36.0,Smart Card,Regular,Regular,0,18
TXN-012876,2026-01-01,16:45,Thursday,Rajiv Chowk,Saket,Blue Line,15.0,Token,Regular,Regular,0,5
TXN-012877,2026-01-09,16:00,Friday,Dwarka,Jama Masjid,Blue Line,50.0,Token,Student,Student,0,16
TXN-012878,2026-01-01,08:45,Thursday,Azadpur,Sarai,Yellow Line,22.5,Smart Card,Regular,Regular,0,21
TXN-012879,2026-02-20,13:45,Friday,IFFCO Chowk,Mewala Maharajpur,Yellow Line,45.0,Smart Card,Differently Abled,Differently Abled,0,31
TXN-012880,2026-01-17,05:45,Saturday,Kanhaiya Nagar,JLN Stadium,Red Line,25.0,National Common Mobility Card,Regular,Regular,0,71
TXN-012881,2026-01-31,10:45,Saturday,Shastri Park,Karol Bagh,Red Line,54.0,Smart Card,Regular,Regular,0,45
TXN-012882,2026-02-05,18:30,Thursday,Raja Nahar Singh,Moolchand,Violet Line,25.0,QR Code,Female,Female,0,63
TXN-012883,2026-02-10,17:30,Tuesday,Central Secretariat,Rohini Sector 18,Yellow Line,40.0,QR Code,Regular,Regular,0,8
TXN-012884,2026-02-21,09:15,Saturday,Model Town,Nehru Place,Yellow Line,27.0,Smart Card,Student,Student,0,18
TXN-012885,2026-02-25,11:15,Wednesday,Keshav Puram,Pragati Maidan,Red Line,9.0,Smart Card,Female,Female,0,58
TXN-012886,2026-02-15,17:45,Sunday,Rajouri Garden,Satguru Ram Singh Marg,Blue Line,30.0,QR Code,Regular,Regular,1,72
TXN-012887,2026-02-06,07:45,Friday,Tughlakabad,Badarpur Border,Violet Line,9.0,Smart Card,Regular,Regular,0,39
TXN-012888,2026-01-03,19:45,Saturday,Raja Nahar Singh,Race Course,Violet Line,13.5,Smart Card,Regular,Regular,0,56
TXN-012889,2026-01-14,17:15,Wednesday,Jama Masjid,Saket,Violet Line,30.0,QR Code,Regular,Regular,0,19
TXN-012890,2026-02-04,09:00,Wednesday,Kanhaiya Nagar,Chhattarpur,Red Line,40.0,Tourist Card,Regular,Regular,0,36
TXN-012891,2026-01-02,14:30,Friday,Delhi Gate,Rajendra Place,Violet Line,15.0,Token,Student,Student,0,15
TXN-012892,2026-01-08,16:45,Thursday,Peeragarhi,Badkhal Mor,Green Line,22.5,Smart Card,Regular,Regular,0,15
TXN-012893,2026-02-10,12:00,Tuesday,Maharaja Surajmal Stadium,Rohini East,Green Line,40.0,QR Code,Regular,Regular,0,47
TXN-012894,2026-01-04,19:00,Sunday,Rohini West,Sector 28,Red Line,50.0,Token,Female,Female,1,22
TXN-012895,2026-01-18,10:45,Sunday,Lajpat Nagar,Dwarka Sector 8,Violet Line,60.0,Token,Regular,Regular,1,39
TXN-012896,2026-01-18,10:45,Sunday,Bata Chowk,HUDA City Centre,Violet Line,10.0,Token,Student,Student,1,19
TXN-012897,2026-01-20,19:15,Tuesday,Civil Lines,Sarai,Yellow Line,15.0,National Common Mobility Card,Regular,Regular,0,62
TXN-012898,2026-01-01,18:45,Thursday,Nangloi,Sultanpur,Green Line,15.0,Token,Female,Female,0,53
TXN-012899,2026-02-25,09:15,Wednesday,Green Park,Seelampur,Yellow Line,36.0,Smart Card,Female,Female,0,43
TXN-012900,2026-02-15,12:15,Sunday,Vishwavidyalaya,Rohini East,Yellow Line,27.0,Smart Card,Regular,Regular,1,30
TXN-012901,2026-01-28,09:30,Wednesday,Indraprastha,Peeragarhi,Blue Line,27.0,Smart Card,Senior Citizen,Senior Citizen,0,24
TXN-012902,2026-02-10,09:30,Tuesday,Adarsh Nagar,Janpath,Yellow Line,10.0,Token,Differently Abled,Differently Abled,0,57
TXN-012903,2026-01-04,17:15,Sunday,Haiderpur Badli Mor,Janpath,Yellow Line,20.0,Token,Student,Student,1,37
TXN-012904,2026-02-22,18:15,Sunday,Nangloi Railway Station,Janakpuri West,Green Line,20.0,QR Code,Senior Citizen,Senior Citizen,1,19
TXN-012905,2026-02-18,17:30,Wednesday,Neelam Chowk Ajronda,Mundka,Violet Line,15.0,Token,Student,Student,0,40
TXN-012906,2026-02-14,08:15,Saturday,Seelampur,Chhattarpur,Red Line,27.0,Smart Card,Regular,Regular,0,64
TXN-012907,2026-01-18,07:30,Sunday,Arjan Garh,Dilshad Garden,Yellow Line,60.0,QR Code,Regular,Regular,1,53
TXN-012908,2026-02-04,11:45,Wednesday,Pratap Nagar,Jasola Apollo,Red Line,60.0,QR Code,Senior Citizen,Senior Citizen,0,5
TXN-012909,2026-02-28,15:00,Saturday,Dwarka Sector 21,Madipur,Blue Line,10.0,National Common Mobility Card,Senior Citizen,Senior Citizen,0,12
TXN-012910,2026-02-12,11:45,Thursday,Arjan Garh,GTB Nagar,Yellow Line,27.0,Smart Card,Regular,Regular,0,47
TXN-012911,2026-01-03,15:45,Saturday,Moolchand,Welcome,Violet Line,15.0,QR Code,Regular,Regular,0,62
TXN-012912,2026-02-01,10:15,Sunday,Sarita Vihar,Chhattarpur,Violet Line,40.0,QR Code,Regular,Regular,1,29
TXN-012913,2026-01-11,10:00,Sunday,Harkesh Nagar Okhla,Nehru Place,Violet Line,45.0,Smart Card,Female,Female,1,7
TXN-012914,2026-02-20,06:15,Friday,Barakhamba Road,Madipur,Blue Line,9.0,Smart Card,Senior Citizen,Senior Citizen,0,69
TXN-012915,2026-01-05,17:00,Monday,Inderlok,Tughlakabad,Red Line,10.0,National Common Mobility Card,Regular,Regular,0,12
TXN-012916,2026-01-25,13:00,Sunday,Jahangirpuri,Qutab Minar,Yellow Line,50.0,National Common Mobility Card,Student,Student,1,71
TXN-012917,2026-02-01,21:30,Sunday,Kirti Nagar,Civil Lines,Blue Line,13.5,Smart Card,Regular,Regular,1,29
TXN-012918,2026-02-07,07:00,Saturday,Ghitorni,Inderlok,Yellow Line,36.0,Smart Card,Senior Citizen,Senior Citizen,0,33
TXN-012919,2026-02-16,08:45,Monday,Model Town,Escorts Mujesar,Yellow Line,45.0,Smart Card,Regular,Regular,0,56
TXN-012920,2026-01-24,08:30,Saturday,Kalkaji Mandir,JLN Stadium,Violet Line,54.0,Smart Card,Senior Citizen,Senior Citizen,0,6
TXN-012921,2026-01-12,10:30,Monday,Udyog Nagar,Rajendra Place,Green Line,60.0,QR Code,Student,Student,0,29
TXN-012922,2026-02-10,16:15,Tuesday,INA,Keshav Puram,Yellow Line,27.0,Smart Card,Regular,Regular,0,38
TXN-012923,2026-02-19,06:45,Thursday,Kohat Enclave,Pratap Nagar,Red Line,54.0,Smart Card,Regular,Regular,0,50
TXN-012924,2026-02-08,05:45,Sunday,Jahangirpuri,Vishwavidyalaya,Yellow Line,15.0,QR Code,Regular,Regular,1,31
TXN-012925,2026-02-14,20:30,Saturday,Tughlakabad,Chawri Bazar,Violet Line,40.0,QR Code,Differently Abled,Differently Abled,0,69
TXN-012926,2026-02-07,09:00,Saturday,Janakpuri West,Moolchand,Blue Line,50.0,Token,Regular,Regular,0,6
TXN-012927,2026-02-26,10:15,Thursday,NHPC Chowk,Kalkaji Mandir,Violet Line,40.0,Token,Regular,Regular,1,5
TXN-012928,2026-02-21,21:00,Saturday,Model Town,Jama Masjid,Yellow Line,25.0,Token,Regular,Regular,0,37
TXN-012929,2026-01-24,07:00,Saturday,Dwarka Sector 21,Punjabi Bagh,Blue Line,36.0,Smart Card,Regular,Regular,0,23
TXN-012930,2026-02-11,18:30,Wednesday,Jangpura,Old Faridabad,Violet Line,9.0,Smart Card,Regular,Regular,0,12
TXN-012931,2026-01-13,08:30,Tuesday,Pitampura,Kashmere Gate,Red Line,22.5,Smart Card,Regular,Regular,0,52
TXN-012932,2026-01-03,10:30,Saturday,JLN Stadium,Nehru Place,Violet Line,15.0,Token,Differently Abled,Differently Abled,0,10
TXN-012933,2026-01-07,07:00,Wednesday,Paschim Vihar West,Janakpuri West,Green Line,30.0,National Common Mobility Card,Female,Female,0,54
TXN-012934,2026-02-03,09:30,Tuesday,Vishwavidyalaya,Ghitorni,Yellow Line,10.0,Token,Student,Student,0,24
TXN-012935,2026-01-14,18:00,Wednesday,Old Faridabad,NHPC Chowk,Violet Line,50.0,QR Code,Senior Citizen,Senior Citizen,0,28
TXN-012936,2026-02-25,08:00,Wednesday,Raja Nahar Singh,AIIMS,Violet Line,9.0,Smart Card,Student,Student,0,47
TXN-012937,2026-01-26,09:00,Monday,GTB Nagar,Saket,Yellow Line,60.0,Tourist Card,Student,Student,1,29
TXN-012938,2026-02-15,13:30,Sunday,Lajpat Nagar,Brigadier Hoshiar Singh,Violet Line,54.0,Smart Card,Female,Female,1,21
TXN-012939,2026-02-27,07:45,Friday,Lajpat Nagar,Peeragarhi,Violet Line,45.0,Smart Card,Student,Student,0,60
TXN-012940,2026-01-06,16:00,Tuesday,Nehru Place,Inderlok,Violet Line,30.0,National Common Mobility Card,Differently Abled,Differently Abled,0,11
TXN-012941,2026-02-26,17:00,Thursday,MG Road,Ghitorni,Yellow Line,30.0,Token,Student,Student,1,53
TXN-012942,2026-01-13,17:15,Tuesday,Model Town,Delhi Gate,Yellow Line,18.0,Smart Card,Female,Female,0,8
TXN-012943,2026-02-19,09:00,Thursday,Tughlakabad,Brigadier Hoshiar Singh,Violet Line,22.5,Smart Card,Female,Female,0,66
TXN-012944,2026-01-12,07:00,Monday,Saket,Samaypur Badli,Yellow Line,25.0,Token,Student,Student,0,10
TXN-012945,2026-01-01,10:30,Thursday,AIIMS,Punjabi Bagh,Yellow Line,22.5,Smart Card,Female,Female,0,54
TXN-012946,2026-02-20,14:15,Friday,Kanhaiya Nagar,Noida City Centre,Red Line,20.0,Token,Regular,Regular,0,64
TXN-012947,2026-02-10,11:45,Tuesday,Sultanpur,Hauz Khas,Yellow Line,27.0,Smart Card,Regular,Regular,0,70
TXN-012948,2026-01-23,15:45,Friday,Chawri Bazar,Moolchand,Yellow Line,15.0,National Common Mobility Card,Regular,Regular,0,34
TXN-012949,2026-01-01,12:45,Thursday,Moolchand,GTB Nagar,Violet Line,25.0,QR Code,Regular,Regular,0,43
TXN-012950,2026-01-29,11:15,Thursday,Badarpur Border,HUDA City Centre,Violet Line,10.0,Token,Student,Student,0,12
TXN-012951,2026-02-16,18:45,Monday,Escorts Mujesar,Old Faridabad,Violet Line,18.0,Smart Card,Student,Student,0,17
TXN-012952,2026-02-17,07:45,Tuesday,Saket,Janakpuri West,Yellow Line,22.5,Smart Card,Regular,Regular,0,64
TXN-012953,2026-02-22,08:30,Sunday,Kailash Colony,Moolchand,Violet Line,27.0,Smart Card,Senior Citizen,Senior Citizen,1,18
TXN-012954,2026-02-05,08:00,Thursday,Azadpur,Old Faridabad,Yellow Line,54.0,Smart Card,Regular,Regular,0,16
TXN-012955,2026-01-08,10:30,Thursday,Azadpur,Noida City Centre,Yellow Line,18.0,Smart Card,Female,Female,0,46
TXN-012956,2026-02-11,09:45,Wednesday,Noida Sector 16,Govindpuri,Blue Line,10.0,QR Code,Regular,Regular,0,64
TXN-012957,2026-02-15,18:15,Sunday,Pragati Maidan,Pitampura,Blue Line,10.0,Token,Student,Student,1,16
TXN-012958,2026-01-17,14:30,Saturday,Paschim Vihar East,Mewala Maharajpur,Green Line,27.0,Smart Card,Differently Abled,Differently Abled,0,32
TXN-012959,2026-01-07,19:00,Wednesday,Jasola Apollo,ITO,Violet Line,36.0,Smart Card,Female,Female,0,59
TXN-012960,2026-02-08,05:30,Sunday,Dwarka Sector 21,Ashok Park Main,Blue Line,50.0,Token,Student,Student,1,12
TXN-012961,2026-02-14,08:30,Saturday,Moolchand,Noida Sector 16,Violet Line,18.0,Smart Card,Regular,Regular,0,38
TXN-012962,2026-01-24,10:45,Saturday,Sector 28,Govindpuri,Violet Line,15.0,Token,Student,Student,0,39
TXN-012963,2026-02-27,19:45,Friday,Yamuna Bank,Sector 28,Blue Line,54.0,Smart Card,Senior Citizen,Senior Citizen,0,62
TXN-012964,2026-01-15,09:15,Thursday,Neelam Chowk Ajronda,Rohini East,Violet Line,36.0,Smart Card,Regular,Regular,0,50
TXN-012965,2026-01-14,21:15,Wednesday,Sultanpur,Ashok Park Main,Yellow Line,13.5,Smart Card,Regular,Regular,0,43
TXN-012966,2026-02-04,08:30,Wednesday,JLN Stadium,Tughlakabad,Violet Line,22.5,Smart Card,Regular,Regular,0,40
TXN-012967,2026-02-04,18:45,Wednesday,Karol Bagh,Model Town,Blue Line,30.0,National Common Mobility Card,Student,Student,0,66
TXN-012968,2026-02-12,08:45,Thursday,New Delhi,Sultanpur,Yellow Line,15.0,Tourist Card,Female,Female,0,9
TXN-012969,2026-02-14,21:30,Saturday,Jor Bagh,Kanhaiya Nagar,Yellow Line,30.0,Token,Student,Student,0,48
TXN-012970,2026-02-19,11:00,Thursday,Noida City Centre,Rajdhani Park,Blue Line,13.5,Smart Card,Student,Student,0,60
TXN-012971,2026-02-07,17:45,Saturday,Pulbangash,Ghitorni,Red Line,13.5,Smart Card,Senior Citizen,Senior Citizen,0,69
TXN-012972,2026-02-08,10:45,Sunday,Uttam Nagar East,Rajouri Garden,Blue Line,60.0,Token,Regular,Regular,1,37
TXN-012973,2026-01-14,18:00,Wednesday,Moolchand,Maharaja Surajmal Stadium,Violet Line,30.0,National Common Mobility Card,Student,Student,0,61
TXN-012974,2026-02-16,11:30,Monday,Moolchand,Shahdara,Violet Line,13.5,Smart Card,Senior Citizen,Senior Citizen,0,27
TXN-012975,2026-02-21,14:45,Saturday,Tughlakabad,Udyog Bhawan,Violet Line,13.5,Smart Card,Regular,Regular,0,9
TXN-012976,2026-02-16,08:45,Monday,Janpath,Kohat Enclave,Violet Line,27.0,Smart Card,Regular,Regular,0,16
TXN-012977,2026-01-15,14:15,Thursday,Saket,Guru Dronacharya,Yellow Line,40.0,QR Code,Student,Student,0,36
TXN-012978,2026-01-29,08:30,Thursday,Khan Market,Netaji Subhash Place,Violet Line,22.5,Smart Card,Senior Citizen,Senior Citizen,0,38
TXN-012979,2026-02-16,22:00,Monday,Janpath,Jahangirpuri,Violet Line,22.5,Smart Card,Regular,Regular,0,55
TXN-012980,2026-02-28,09:30,Saturday,Kailash Colony,Rithala,Violet Line,40.0,National Common Mobility Card,Regular,Regular,0,39
TXN-012981,2026-01-13,13:45,Tuesday,Model Town,NHPC Chowk,Yellow Line,40.0,QR Code,Regular,Regular,0,70
TXN-012982,2026-01-23,19:15,Friday,Madipur,Kohat Enclave,Green Line,40.0,Token,Regular,Regular,0,30
TXN-012983,2026-02-15,18:15,Sunday,Nehru Place,Kailash Colony,Violet Line,25.0,Token,Regular,Regular,1,58
TXN-012984,2026-01-04,09:45,Sunday,Paschim Vihar East,Noida City Centre,Green Line,18.0,Smart Card,Regular,Regular,1,55
TXN-012985,2026-01-05,07:45,Monday,Pratap Nagar,New Delhi,Red Line,45.0,Smart Card,Student,Student,0,35
TXN-012986,2026-01-16,17:00,Friday,MG Road,Punjabi Bagh,Yellow Line,22.5,Smart Card,Differently Abled,Differently Abled,0,73
TXN-012987,2026-01-08,05:30,Thursday,Hauz Khas,Ramesh Nagar,Yellow Line,54.0,Smart Card,Female,Female,0,14
TXN-012988,2026-02-09,08:00,Monday,Jor Bagh,Madipur,Yellow Line,54.0,Smart Card,Regular,Regular,0,23
TXN-012989,2026-02-23,11:00,Monday,Peeragarhi,Chandni Chowk,Green Line,22.5,Smart Card,Regular,Regular,0,20
TXN-012990,2026-02-22,16:45,Sunday,Lajpat Nagar,Civil Lines,Violet Line,10.0,Token,Regular,Regular,1,64
TXN-012991,2026-01-06,06:30,Tuesday,Bata Chowk,Lajpat Nagar,Violet Line,9.0,Smart Card,Regular,Regular,0,58
TXN-012992,2026-02-05,13:00,Thursday,Janpath,Central Secretariat,Violet Line,45.0,Smart Card,Regular,Regular,0,10
TXN-012993,2026-01-11,10:45,Sunday,Noida Sector 16,Kirti Nagar,Blue Line,30.0,Token,Senior Citizen,Senior Citizen,1,47
TXN-012994,2026-02-22,19:45,Sunday,Rohini West,Indraprastha,Red Line,13.5,Smart Card,Regular,Regular,1,52
TXN-012995,2026-02-10,08:45,Tuesday,Pratap Nagar,Jasola Apollo,Red Line,15.0,QR Code,Student,Student,0,56
TXN-012996,2026-02-06,11:45,Friday,Noida Sector 15,IFFCO Chowk,Blue Line,20.0,QR Code,Female,Female,0,7
TXN-012997,2026-01-15,09:15,Thursday,Rohini West,Janakpuri West,Red Line,20.0,Token,Regular,Regular,0,14
TXN-012998,2026-01-24,08:30,Saturday,Tis Hazari,Malviya Nagar,Red Line,25.0,QR Code,Regular,Regular,0,20
TXN-012999,2026-02-01,18:15,Sunday,Mandi House,Sultanpur,Blue Line,60.0,Token,Regular,Regular,1,73
TXN-013000,2026-01-30,09:30,Friday,Paschim Vihar East,Kohat Enclave,Green Line,20.0,QR Code,Regular,Regular,0,44
TXN-013001,2026-02-20,12:00,Friday,Civil Lines,Karol Bagh,Yellow Line,50.0,National Common Mobility Card,Senior Citizen,Senior Citizen,0,56
TXN-013002,2026-01-24,22:15,Saturday,MG Road,Arjan Garh,Yellow Line,60.0,QR Code,Female,Female,0,62
TXN-013003,2026-02-16,13:15,Monday,Civil Lines,HUDA City Centre,Yellow Line,22.5,Smart Card,Regular,Regular,0,49
TXN-013004,2026-02-05,10:00,Thursday,Mewala Maharajpur,Vishwavidyalaya,Violet Line,9.0,Smart Card,Regular,Regular,0,22
TXN-013005,2026-01-07,18:30,Wednesday,GTB Nagar,Haiderpur Badli Mor,Yellow Line,13.5,Smart Card,Senior Citizen,Senior Citizen,0,30
TXN-013006,2026-01-07,08:30,Wednesday,Noida Sector 15,Tughlakabad,Blue Line,45.0,Smart Card,Regular,Regular,0,25
TXN-013007,2026-01-17,19:30,Saturday,Nangloi,Vidhan Sabha,Green Line,15.0,QR Code,Female,Female,0,40
TXN-013008,2026-01-05,22:00,Monday,Udyog Bhawan,Lal Quila,Yellow Line,25.0,Tourist Card,Student,Student,0,5
TXN-013009,2026-01-04,15:45,Sunday,Old Faridabad,Sultanpur,Violet Line,22.5,Smart Card,Female,Female,1,52
TXN-013010,2026-02-27,07:00,Friday,Escorts Mujesar,Shastri Nagar,Violet Line,9.0,Smart Card,Regular,Regular,0,5
TXN-013011,2026-02-01,17:00,Sunday,Govindpuri,Dwarka Sector 21,Violet Line,15.0,Token,Student,Student,1,16
TXN-013012,2026-02-03,07:45,Tuesday,NHPC Chowk,Dwarka Sector 8,Violet Line,25.0,QR Code,Female,Female,0,61
TXN-013013,2026-02-20,09:30,Friday,Rajendra Place,Janpath,Blue Line,25.0,Token,Regular,Regular,0,10
TXN-013014,2026-01-05,08:15,Monday,Saket,Rajouri Garden,Yellow Line,15.0,Token,Regular,Regular,0,66
TXN-013015,2026-02-04,16:30,Wednesday,Paschim Vihar East,Shahdara,Green Line,30.0,Token,Regular,Regular,0,31
TXN-013016,2026-01-25,17:15,Sunday,Race Course,Harkesh Nagar Okhla,Yellow Line,10.0,Tourist Card,Female,Female,1,31
TXN-013017,2026-01-14,11:30,Wednesday,Shastri Nagar,Barakhamba Road,Red Line,30.0,Token,Regular,Regular,0,73
TXN-013018,2026-01-30,14:15,Friday,Netaji Subhash Place,Welcome,Red Line,10.0,QR Code,Regular,Regular,0,49
TXN-013019,2026-02-14,07:45,Saturday,Civil Lines,Jor Bagh,Yellow Line,15.0,QR Code,Regular,Regular,0,29
TXN-013020,2026-01-22,09:45,Thursday,Chawri Bazar,Moolchand,Yellow Line,40.0,National Common Mobility Card,Female,Female,0,37
TXN-013021,2026-02-25,06:30,Wednesday,Ramesh Nagar,Harkesh Nagar Okhla,Blue Line,20.0,National Common Mobility Card,Regular,Regular,0,61
TXN-013022,2026-02-04,14:00,Wednesday,INA,Madipur,Yellow Line,15.0,National Common Mobility Card,Student,Student,0,67
TXN-013023,2026-01-29,10:00,Thursday,Jor Bagh,Qutab Minar,Yellow Line,20.0,Token,Student,Student,0,42
TXN-013024,2026-02-04,07:45,Wednesday,Sarita Vihar,Moti Nagar,Violet Line,50.0,QR Code,Regular,Regular,0,44
TXN-013025,2026-02-26,16:30,Thursday,INA,Noida Sector 16,Yellow Line,60.0,National Common Mobility Card,Regular,Regular,1,47
TXN-013026,2026-02-23,07:45,Monday,Chawri Bazar,Dwarka Sector 8,Yellow Line,25.0,QR Code,Senior Citizen,Senior Citizen,0,40
TXN-013027,2026-02-09,07:15,Monday,Kashmere Gate,HUDA City Centre,Yellow Line,20.0,National Common Mobility Card,Female,Female,0,12
TXN-013028,2026-01-15,17:30,Thursday,Noida City Centre,Dwarka Sector 8,Blue Line,9.0,Smart Card,Regular,Regular,0,14
TXN-013029,2026-02-28,14:15,Saturday,Green Park,Paschim Vihar East,Yellow Line,54.0,Smart Card,Female,Female,0,16
TXN-013030,2026-01-19,16:00,Monday,Pratap Nagar,Harkesh Nagar Okhla,Red Line,30.0,QR Code,Regular,Regular,0,64
TXN-013031,2026-01-21,18:00,Wednesday,Sultanpur,Vishwavidyalaya,Yellow Line,27.0,Smart Card,Regular,Regular,0,26
TXN-013032,2026-01-03,09:30,Saturday,Kohat Enclave,Moti Nagar,Red Line,30.0,Token,Regular,Regular,0,20
TXN-013033,2026-02-01,19:15,Sunday,Noida City Centre,Brigadier Hoshiar Singh,Blue Line,50.0,Token,Student,Student,1,73
TXN-013034,2026-01-07,15:45,Wednesday,Paschim Vihar West,Maharaja Surajmal Stadium,Green Line,50.0,National Common Mobility Card,Senior Citizen,Senior Citizen,0,25
TXN-013035,2026-01-11,11:15,Sunday,NHPC Chowk,Rajouri Garden,Violet Line,45.0,Smart Card,Senior Citizen,Senior Citizen,1,9
TXN-013036,2026-01-22,17:45,Thursday,Kashmere Gate,Netaji Subhash Place,Yellow Line,40.0,QR Code,Female,Female,0,25
TXN-013037,2026-01-31,18:15,Saturday,Peeragarhi,Kohat Enclave,Green Line,60.0,Token,Senior Citizen,Senior Citizen,0,50
TXN-013038,2026-02-12,21:15,Thursday,Noida Sector 15,Green Park,Blue Line,45.0,Smart Card,Regular,Regular,0,64
TXN-013039,2026-02-12,08:00,Thursday,Badarpur Border,Jor Bagh,Violet Line,22.5,Smart Card,Student,Student,0,33
TXN-013040,2026-01-05,18:00,Monday,Satguru Ram Singh Marg,Rohini Sector 18,Green Line,60.0,Tourist Card,Student,Student,0,64
TXN-013041,2026-01-15,18:00,Thursday,Kailash Colony,Tis Hazari,Violet Line,10.0,QR Code,Senior Citizen,Senior Citizen,0,5
TXN-013042,2026-02-09,12:15,Monday,Guru Dronacharya,JLN Stadium,Yellow Line,9.0,Smart Card,Regular,Regular,0,23
TXN-013043,2026-01-04,11:45,Sunday,Rajiv Chowk,INA,Blue Line,20.0,National Common Mobility Card,Senior Citizen,Senior Citizen,1,11
TXN-013044,2026-01-14,07:15,Wednesday,Bata Chowk,Azadpur,Violet Line,40.0,QR Code,Student,Student,0,34
TXN-013045,2026-01-14,07:45,Wednesday,Govindpuri,Harkesh Nagar Okhla,Violet Line,45.0,Smart Card,Regular,Regular,0,29
TXN-013046,2026-02-10,09:30,Tuesday,Karol Bagh,HUDA City Centre,Blue Line,25.0,Token,Female,Female,0,22
TXN-013047,2026-01-19,05:30,Monday,Chandni Chowk,JLN Stadium,Yellow Line,25.0,Token,Regular,Regular,0,48
TXN-013048,2026-02-08,06:30,Sunday,Hauz Khas,Delhi Gate,Yellow Line,54.0,Smart Card,Student,Student,1,50
TXN-013049,2026-01-05,08:45,Monday,Qutab Minar,Janakpuri West,Yellow Line,15.0,National Common Mobility Card,Senior Citizen,Senior Citizen,0,51
TXN-013050,2026-01-28,22:45,Wednesday,Rohini East,Lajpat Nagar,Red Line,20.0,Token,Regular,Regular,0,26
TXN-013051,2026-01-18,09:30,Sunday,Saket,Kalkaji Mandir,Yellow Line,25.0,Token,Student,Student,1,21
TXN-013052,2026-02-07,19:15,Saturday,Harkesh Nagar Okhla,Vishwavidyalaya,Violet Line,10.0,Token,Regular,Regular,0,28
TXN-013053,2026-02-22,08:30,Sunday,Pratap Nagar,Tughlakabad,Red Line,10.0,QR Code,Female,Female,1,68
TXN-013054,2026-01-08,19:00,Thursday,Qutab Minar,Hauz Khas,Yellow Line,10.0,Token,Student,Student,0,6
TXN-013055,2026-02-02,11:15,Monday,Maharaja Surajmal Stadium,Saket,Green Line,15.0,Token,Regular,Regular,0,64
TXN-013056,2026-02-04,09:00,Wednesday,Arjan Garh,Ramesh Nagar,Yellow Line,25.0,Tourist Card,Regular,Regular,0,50
TXN-013057,2026-01-31,19:30,Saturday,Hauz Khas,Qutab Minar,Yellow Line,50.0,Token,Regular,Regular,0,21
TXN-013058,2026-02-27,11:45,Friday,Guru Dronacharya,JLN Stadium,Yellow Line,45.0,Smart Card,Student,Student,0,19
TXN-013059,2026-02-22,09:45,Sunday,Mundka,Green Park,Green Line,20.0,National Common Mobility Card,Regular,Regular,1,74
TXN-013060,2026-02-12,16:00,Thursday,Nangloi,Kohat Enclave,Green Line,9.0,Smart Card,Regular,Regular,0,20
TXN-013061,2026-01-15,16:15,Thursday,Seelampur,Mewala Maharajpur,Red Line,25.0,QR Code,Regular,Regular,0,57
TXN-013062,2026-01-30,07:30,Friday,Patel Chowk,Rohini Sector 18,Yellow Line,40.0,Token,Student,Student,0,71
TXN-013063,2026-01-05,18:30,Monday,Pulbangash,Janpath,Red Line,22.5,Smart Card,Regular,Regular,0,37
TXN-013064,2026-01-24,07:15,Saturday,Saket,Chawri Bazar,Yellow Line,22.5,Smart Card,Regular,Regular,0,38
