date,time,day,train_id,line,station,delay_minutes,delay_reason,weather,impact_level,affected_passengers,is_peak_hour,is_holiday,resolution_time_min
2026-01-29,07:56,Thursday,DMT-Y009,Blue Line,Rajendra Place,5,Technical Fault,Clear,Low,192,0,0,17
2026-02-26,22:11,Thursday,DMT-R013,Blue Line,Noida Sector 16,28,Overcrowding,Smoggy,High,1086,0,1,36
2026-02-02,18:05,Monday,DMT-B001,Red Line,Rohini West,27,Technical Fault,Foggy,High,1042,1,0,39
2026-01-06,18:39,Tuesday,DMT-B014,Blue Line,Dwarka Sector 8,19,Technical Fault,Clear,Medium,756,1,0,24
2026-01-16,12:04,Friday,DMT-V001,Red Line,Kashmere Gate,1,Security Alert,Foggy,Low,39,0,0,4
2026-02-27,05:07,Friday,DMT-R020,Green Line,Peeragarhi,3,Door Malfunction,Smoggy,Low,121,0,0,15
2026-01-28,14:45,Wednesday,DMT-R015,Red Line,Shastri Park,22,Technical Fault,Foggy,High,902,0,0,36
2026-02-18,18:24,Wednesday,DMT-B023,Yellow Line,AIIMS,19,Weather Disruption,Smoggy,Medium,756,1,0,25
2026-01-25,11:34,Sunday,DMT-R022,Green Line,Udyog Nagar,14,Security Alert,Clear,Medium,588,0,1,19
2026-02-20,14:00,Friday,DMT-R020,Yellow Line,HUDA City Centre,1,Door Malfunction,Cloudy,Low,37,0,0,14
2026-01-28,08:54,Wednesday,DMT-B013,Yellow Line,Civil Lines,1,Passenger Emergency,Foggy,Low,41,1,0,7
2026-02-06,10:14,Friday,DMT-V012,Green Line,Madipur,9,Overcrowding,Smoggy,Low,297,1,0,17
2026-01-27,13:19,Tuesday,DMT-Y010,Violet Line,Tughlakabad,52,Signal Failure,Clear,High,2340,0,0,60
2026-01-02,21:20,Friday,DMT-V020,Yellow Line,Jahangirpuri,10,Power Failure,Clear,Medium,374,0,0,22
2026-01-17,13:19,Saturday,DMT-V012,Red Line,Welcome,38,Track Maintenance,Clear,High,1489,0,0,42
2026-01-31,13:24,Saturday,DMT-V016,Violet Line,Escorts Mujesar,2,Technical Fault,Foggy,Low,85,0,0,12
2026-02-02,11:15,Monday,DMT-V010,Violet Line,ITO,29,Track Maintenance,Foggy,High,1165,0,0,33
2026-01-07,15:24,Wednesday,DMT-V016,Blue Line,Karol Bagh,7,Signal Failure,Foggy,Low,263,0,0,18
2026-02-19,16:33,Thursday,DMT-B016,Green Line,Maharaja Surajmal Stadium,54,Track Maintenance,Clear,High,2041,0,0,60
2026-02-11,18:08,Wednesday,DMT-B003,Blue Line,Noida City Centre,11,Platform Crowding,Foggy,Medium,446,1,0,14
2026-01-01,10:57,Thursday,DMT-B011,Red Line,Netaji Subhash Place,14,Switch Failure,Clear,Medium,579,1,0,25
2026-01-27,17:24,Tuesday,DMT-R023,Violet Line,Mohan Estate,1,Overcrowding,Cloudy,Low,40,1,0,4
2026-01-27,11:40,Tuesday,DMT-V007,Blue Line,Indraprastha,14,Staff Shortage,Cloudy,Medium,551,0,0,25
2026-01-30,12:19,Friday,DMT-B007,Yellow Line,Vidhan Sabha,19,Power Failure,Cloudy,Medium,737,0,0,26
2026-02-09,20:53,Monday,DMT-B005,Red Line,Rohini East,58,Track Maintenance,Foggy,High,2447,0,0,63
2026-01-23,08:07,Friday,DMT-R022,Blue Line,Indraprastha,7,Track Maintenance,Clear,Low,302,1,0,14
2026-01-23,07:08,Friday,DMT-R010,Violet Line,Badkhal Mor,44,Track Maintenance,Cloudy,High,1953,0,0,49
2026-02-19,21:43,Thursday,DMT-B024,Red Line,Pulbangash,16,Door Malfunction,Foggy,Medium,576,0,0,28
2026-01-10,11:22,Saturday,DMT-B007,Red Line,Rohini West,7,Weather Disruption,Clear,Low,289,0,0,21
2026-02-08,17:17,Sunday,DMT-V013,Red Line,Kashmere Gate,3,Weather Disruption,Clear,Low,124,1,1,14
2026-01-31,22:39,Saturday,DMT-V018,Red Line,Pratap Nagar,52,Power Failure,Clear,High,2215,0,0,63
2026-01-15,17:23,Thursday,DMT-R001,Yellow Line,IFFCO Chowk,23,Signal Failure,Cloudy,High,864,1,0,32
2026-02-24,19:20,Tuesday,DMT-V022,Blue Line,Noida City Centre,41,Signal Failure,Clear,High,1549,1,0,47
2026-02-10,06:34,Tuesday,DMT-G012,Yellow Line,Qutab Minar,11,Door Malfunction,Clear,Medium,519,0,0,18
2026-01-25,16:33,Sunday,DMT-R021,Violet Line,Mohan Estate,16,Overcrowding,Foggy,Medium,704,0,1,28
2026-01-22,07:02,Thursday,DMT-V024,Blue Line,Dwarka Sector 21,41,Signal Failure,Rainy,High,1894,0,0,55
2026-02-18,15:25,Wednesday,DMT-B011,Blue Line,Dwarka Sector 8,33,Track Maintenance,Cloudy,High,1287,0,0,41
2026-01-06,07:24,Tuesday,DMT-R025,Violet Line,Sarita Vihar,5,Door Malfunction,Rainy,Low,200,0,0,16
2026-01-31,16:02,Saturday,DMT-V024,Violet Line,Delhi Gate,18,Technical Fault,Foggy,Medium,716,0,0,26
2026-01-07,07:11,Wednesday,DMT-G021,Blue Line,Kirti Nagar,12,Weather Disruption,Clear,Medium,470,0,0,26
2026-02-17,18:53,Tuesday,DMT-V001,Red Line,Kashmere Gate,17,Overcrowding,Clear,Medium,578,1,0,28
2026-02-18,09:43,Wednesday,DMT-B002,Red Line,Kohat Enclave,39,Track Maintenance,Rainy,High,1591,1,0,51
2026-02-16,15:47,Monday,DMT-R019,Blue Line,Rajendra Place,12,Signal Failure,Clear,Medium,492,0,0,17
2026-02-08,13:29,Sunday,DMT-R001,Green Line,Punjabi Bagh,22,Door Malfunction,Clear,High,875,0,1,30
2026-01-23,14:04,Friday,DMT-B001,Yellow Line,Qutab Minar,7,Overcrowding,Clear,Low,285,0,0,12
2026-01-20,21:04,Tuesday,DMT-R014,Blue Line,Janakpuri West,23,Door Malfunction,Cloudy,High,924,0,0,26
2026-01-15,13:28,Thursday,DMT-Y018,Yellow Line,Qutab Minar,12,Track Maintenance,Clear,Medium,475,0,0,22
2026-01-29,12:50,Thursday,DMT-B012,Green Line,Brigadier Hoshiar Singh,2,Weather Disruption,Cloudy,Low,83,0,0,16
2026-01-30,18:02,Friday,DMT-R025,Red Line,Pratap Nagar,28,Security Alert,Cloudy,High,968,1,0,32
2026-01-30,09:11,Friday,DMT-Y016,Blue Line,Uttam Nagar East,18,Platform Crowding,Foggy,Medium,676,1,0,30
2026-02-15,19:43,Sunday,DMT-Y015,Blue Line,Dwarka,1,Weather Disruption,Cloudy,Low,38,1,1,7
2026-01-19,15:31,Monday,DMT-G022,Green Line,Peeragarhi,5,Staff Shortage,Foggy,Low,198,0,0,14
2026-01-02,05:33,Friday,DMT-G007,Violet Line,Sector 28,3,Security Alert,Foggy,Low,109,0,0,16
2026-02-05,07:15,Thursday,DMT-R018,Blue Line,Noida Sector 15,19,Weather Disruption,Clear,Medium,763,0,0,29
2026-02-17,12:35,Tuesday,DMT-G001,Blue Line,Rajiv Chowk,29,Power Failure,Cloudy,High,1194,0,0,36
2026-01-23,05:54,Friday,DMT-R010,Green Line,Rajdhani Park,16,Track Maintenance,Cloudy,Medium,688,0,0,29
2026-01-05,18:05,Monday,DMT-Y012,Green Line,Mundka,56,Power Failure,Cloudy,High,2105,1,0,68
2026-01-17,21:51,Saturday,DMT-V003,Red Line,Kanhaiya Nagar,41,Track Maintenance,Clear,High,1639,0,0,52
2026-02-05,21:06,Thursday,DMT-B011,Violet Line,Bata Chowk,13,Overcrowding,Clear,Medium,582,0,0,20
2026-01-22,15:26,Thursday,DMT-V011,Blue Line,Ramesh Nagar,26,Door Malfunction,Foggy,High,1102,0,0,37
2026-02-01,05:40,Sunday,DMT-B020,Green Line,Ashok Park Main,11,Track Maintenance,Foggy,Medium,396,0,1,16
2026-02-10,11:11,Tuesday,DMT-G022,Violet Line,Jasola Apollo,2,Door Malfunction,Clear,Low,78,0,0,8
2026-02-21,11:16,Saturday,DMT-R006,Yellow Line,GTB Nagar,31,Weather Disruption,Foggy,High,1246,0,0,44
2026-02-25,06:06,Wednesday,DMT-R025,Red Line,Shahdara,16,Door Malfunction,Smoggy,Medium,614,0,0,28
2026-01-09,21:59,Friday,DMT-G019,Blue Line,Indraprastha,8,Weather Disruption,Clear,Low,344,0,0,16
2026-01-03,14:05,Saturday,DMT-B002,Yellow Line,Arjan Garh,11,Power Failure,Clear,Medium,429,0,0,19
2026-01-26,16:25,Monday,DMT-V011,Blue Line,Dwarka Sector 21,2,Overcrowding,Foggy,Low,76,0,1,13
2026-01-29,14:02,Thursday,DMT-Y015,Blue Line,Dwarka,37,Power Failure,Clear,High,1428,0,0,43
2026-02-16,23:52,Monday,DMT-R012,Yellow Line,Rohini Sector 18,11,Technical Fault,Smoggy,Medium,468,0,0,22
2026-02-09,16:25,Monday,DMT-V007,Blue Line,Uttam Nagar East,13,Technical Fault,Clear,Medium,504,0,0,25
2026-01-29,06:04,Thursday,DMT-R023,Blue Line,Uttam Nagar East,6,Technical Fault,Rainy,Low,260,0,0,11
2026-02-12,18:08,Thursday,DMT-R018,Yellow Line,Central Secretariat,21,Overcrowding,Clear,High,949,1,0,24
2026-01-01,23:03,Thursday,DMT-R012,Violet Line,Mewala Maharajpur,2,Platform Crowding,Foggy,Low,78,0,0,5
2026-02-26,21:04,Thursday,DMT-R022,Blue Line,Moti Nagar,54,Signal Failure,Cloudy,High,2235,0,1,68
2026-02-25,18:21,Wednesday,DMT-V016,Green Line,Shivaji Park,10,Technical Fault,Foggy,Medium,374,1,0,20
2026-01-05,14:40,Monday,DMT-B020,Violet Line,Raja Nahar Singh,13,Track Maintenance,Rainy,Medium,468,0,0,19
2026-01-23,11:02,Friday,DMT-R005,Red Line,Tis Hazari,10,Technical Fault,Foggy,Medium,382,0,0,14
2026-02-12,19:55,Thursday,DMT-B024,Violet Line,Old Faridabad,8,Platform Crowding,Smoggy,Low,292,1,0,13
2026-02-01,07:38,Sunday,DMT-B013,Blue Line,Rajendra Place,2,Passenger Emergency,Clear,Low,83,0,1,15
2026-01-11,11:11,Sunday,DMT-Y021,Green Line,Satguru Ram Singh Marg,8,Door Malfunction,Smoggy,Low,340,0,1,13
2026-01-09,07:41,Friday,DMT-Y003,Green Line,Peeragarhi,18,Passenger Emergency,Clear,Medium,745,0,0,20
2026-02-07,15:18,Saturday,DMT-G008,Red Line,Rithala,20,Door Malfunction,Rainy,High,824,0,0,29
2026-02-15,22:01,Sunday,DMT-Y001,Yellow Line,Chhattarpur,8,Overcrowding,Cloudy,Low,356,0,1,18
2026-01-10,23:25,Saturday,DMT-Y006,Blue Line,Barakhamba Road,56,Signal Failure,Clear,High,2172,0,0,67
2026-01-12,06:47,Monday,DMT-B004,Violet Line,Lal Quila,31,Signal Failure,Foggy,High,1209,0,0,33
2026-01-08,10:03,Thursday,DMT-B016,Yellow Line,Adarsh Nagar,10,Technical Fault,Foggy,Medium,390,1,0,15
2026-01-01,17:24,Thursday,DMT-B005,Blue Line,Rajendra Place,13,Security Alert,Smoggy,Medium,514,1,0,24
2026-02-07,13:49,Saturday,DMT-R003,Yellow Line,AIIMS,48,Signal Failure,Foggy,High,2044,0,0,55
2026-01-08,22:01,Thursday,DMT-R004,Yellow Line,Green Park,16,Track Maintenance,Foggy,Medium,691,0,0,18
2026-02-28,07:28,Saturday,DMT-B004,Blue Line,Uttam Nagar East,20,Security Alert,Rainy,High,764,0,0,22
2026-02-10,05:10,Tuesday,DMT-V021,Blue Line,Dwarka,49,Power Failure,Foggy,High,2058,0,0,53
2026-01-24,16:54,Saturday,DMT-R018,Blue Line,Janakpuri West,16,Overcrowding,Smoggy,Medium,582,0,0,22
2026-01-16,15:26,Friday,DMT-B008,Green Line,Madipur,17,Technical Fault,Clear,Medium,673,0,0,26
2026-01-28,13:16,Wednesday,DMT-B006,Violet Line,Lal Quila,24,Door Malfunction,Foggy,High,902,0,0,31
2026-01-17,08:43,Saturday,DMT-Y002,Red Line,Kashmere Gate,6,Power Failure,Foggy,Low,253,1,0,9
2026-01-06,06:04,Tuesday,DMT-Y001,Green Line,Ashok Park Main,11,Platform Crowding,Rainy,Medium,440,0,0,23
2026-02-24,05:31,Tuesday,DMT-Y010,Red Line,Pulbangash,13,Passenger Emergency,Foggy,Medium,496,0,0,22
2026-02-24,14:02,Tuesday,DMT-G005,Violet Line,Harkesh Nagar Okhla,11,Door Malfunction,Smoggy,Medium,442,0,0,24
2026-01-19,06:11,Monday,DMT-B020,Violet Line,JLN Stadium,14,Overcrowding,Cloudy,Medium,501,0,0,19
2026-01-16,22:06,Friday,DMT-G013,Blue Line,Noida Sector 16,13,Overcrowding,Cloudy,Medium,559,0,0,18
2026-01-28,10:48,Wednesday,DMT-G008,Green Line,Udyog Nagar,14,Technical Fault,Clear,Medium,607,1,0,21
2026-02-22,17:55,Sunday,DMT-B003,Red Line,Netaji Subhash Place,31,Door Malfunction,Rainy,High,1295,1,1,41
2026-02-20,20:36,Friday,DMT-V018,Violet Line,Delhi Gate,15,Overcrowding,Foggy,Medium,666,0,0,17
2026-02-18,17:36,Wednesday,DMT-V020,Violet Line,Raja Nahar Singh,20,Overcrowding,Foggy,High,864,1,0,24
2026-02-26,22:32,Thursday,DMT-B007,Red Line,Kanhaiya Nagar,12,Security Alert,Clear,Medium,460,0,1,19
2026-02-12,08:05,Thursday,DMT-B019,Violet Line,Badkhal Mor,15,Overcrowding,Clear,Medium,558,1,0,21
2026-01-14,10:21,Wednesday,DMT-R025,Blue Line,Rajouri Garden,16,Door Malfunction,Foggy,Medium,627,1,0,23
2026-02-26,21:13,Thursday,DMT-R001,Red Line,Keshav Puram,5,Door Malfunction,Foggy,Low,177,0,1,11
2026-02-10,07:33,Tuesday,DMT-Y021,Blue Line,Uttam Nagar East,3,Technical Fault,Cloudy,Low,135,0,0,14
2026-02-20,19:58,Friday,DMT-G006,Green Line,Shivaji Park,67,Track Maintenance,Rainy,High,2572,1,0,70
2026-02-12,14:54,Thursday,DMT-B015,Red Line,Netaji Subhash Place,3,Technical Fault,Cloudy,Low,125,0,0,14
2026-01-07,18:35,Wednesday,DMT-G014,Red Line,Rithala,28,Security Alert,Rainy,High,1164,1,0,33
2026-01-26,07:06,Monday,DMT-G024,Red Line,Rithala,61,Track Maintenance,Foggy,High,2342,0,1,68
2026-01-27,08:31,Tuesday,DMT-Y025,Green Line,Ashok Park Main,7,Overcrowding,Foggy,Low,301,1,0,16
2026-01-25,06:24,Sunday,DMT-Y011,Violet Line,Raja Nahar Singh,33,Overcrowding,Foggy,High,1201,0,1,40
2026-01-19,11:31,Monday,DMT-R023,Yellow Line,Race Course,27,Technical Fault,Smoggy,High,1107,0,0,31
2026-01-31,13:42,Saturday,DMT-Y020,Red Line,Seelampur,27,Overcrowding,Rainy,High,1074,0,0,32
2026-01-23,21:21,Friday,DMT-Y023,Red Line,Netaji Subhash Place,1,Platform Crowding,Clear,Low,39,0,0,3
2026-01-11,13:52,Sunday,DMT-G010,Green Line,Rajdhani Park,6,Passenger Emergency,Clear,Low,217,0,1,19
2026-01-02,22:49,Friday,DMT-V001,Yellow Line,Chandni Chowk,10,Door Malfunction,Smoggy,Medium,394,0,0,13
2026-02-15,12:39,Sunday,DMT-B020,Blue Line,Janakpuri West,16,Overcrowding,Foggy,Medium,633,0,1,25
2026-01-05,12:46,Monday,DMT-B008,Yellow Line,MG Road,9,Signal Failure,Smoggy,Low,374,0,0,21
2026-01-29,15:51,Thursday,DMT-B006,Green Line,Udyog Nagar,22,Door Malfunction,Rainy,High,721,0,0,35
2026-01-30,18:31,Friday,DMT-G022,Blue Line,Rajiv Chowk,18,Signal Failure,Clear,Medium,684,1,0,21
2026-02-08,15:46,Sunday,DMT-Y010,Green Line,Ashok Park Main,27,Signal Failure,Smoggy,High,912,0,1,38
2026-01-17,06:04,Saturday,DMT-R003,Blue Line,Uttam Nagar East,13,Overcrowding,Cloudy,Medium,504,0,0,23
2026-01-16,07:19,Friday,DMT-R007,Red Line,Shastri Park,18,Passenger Emergency,Cloudy,Medium,698,0,0,30
2026-01-15,19:22,Thursday,DMT-B021,Green Line,Nangloi Railway Station,4,Passenger Emergency,Clear,Low,162,1,0,16
2026-01-26,15:07,Monday,DMT-R019,Violet Line,Kashmere Gate,42,Track Maintenance,Foggy,High,1495,0,1,47
2026-01-26,12:43,Monday,DMT-Y006,Red Line,Dilshad Garden,39,Power Failure,Foggy,High,1684,0,1,52
2026-01-31,08:00,Saturday,DMT-R011,Yellow Line,Arjan Garh,12,Door Malfunction,Cloudy,Medium,434,1,0,23
2026-02-18,06:13,Wednesday,DMT-V005,Green Line,Brigadier Hoshiar Singh,10,Overcrowding,Smoggy,Medium,404,0,0,18
2026-01-24,19:29,Saturday,DMT-Y012,Yellow Line,Hauz Khas,16,Overcrowding,Clear,Medium,652,1,0,21
2026-01-07,17:47,Wednesday,DMT-V007,Yellow Line,INA,19,Signal Failure,Rainy,Medium,786,1,0,22
2026-01-05,19:29,Monday,DMT-R021,Yellow Line,Vishwavidyalaya,7,Overcrowding,Clear,Low,280,1,0,9
2026-02-17,06:09,Tuesday,DMT-V004,Blue Line,Dwarka Sector 21,4,Security Alert,Cloudy,Low,166,0,0,16
2026-01-21,11:38,Wednesday,DMT-B025,Yellow Line,Guru Dronacharya,19,Overcrowding,Clear,Medium,710,0,0,31
2026-01-16,14:16,Friday,DMT-V025,Violet Line,Khan Market,11,Passenger Emergency,Clear,Medium,446,0,0,23
2026-02-21,06:07,Saturday,DMT-B002,Yellow Line,Chawri Bazar,11,Staff Shortage,Smoggy,Medium,396,0,0,15
2026-02-16,05:34,Monday,DMT-V021,Green Line,Paschim Vihar West,5,Weather Disruption,Foggy,Low,201,0,0,15
2026-01-24,21:14,Saturday,DMT-Y020,Green Line,Ashok Park Main,47,Track Maintenance,Cloudy,High,1748,0,0,60
2026-02-25,19:25,Wednesday,DMT-Y016,Violet Line,Mohan Estate,2,Weather Disruption,Clear,Low,78,1,0,14
2026-01-12,17:28,Monday,DMT-R025,Blue Line,Ramesh Nagar,7,Signal Failure,Rainy,Low,275,1,0,21
2026-01-29,18:25,Thursday,DMT-R008,Violet Line,Badkhal Mor,4,Platform Crowding,Cloudy,Low,146,1,0,17
2026-02-16,10:32,Monday,DMT-B021,Red Line,Rithala,23,Passenger Emergency,Rainy,High,864,1,0,30
2026-02-07,16:54,Saturday,DMT-R005,Yellow Line,Race Course,20,Passenger Emergency,Smoggy,High,792,0,0,22
2026-01-15,20:28,Thursday,DMT-R015,Green Line,Nangloi Railway Station,16,Door Malfunction,Rainy,Medium,598,0,0,22
2026-02-24,22:36,Tuesday,DMT-R004,Red Line,Tis Hazari,9,Staff Shortage,Clear,Low,378,0,0,19
2026-02-08,12:01,Sunday,DMT-Y012,Red Line,Shahdara,15,Platform Crowding,Rainy,Medium,579,0,1,18
2026-02-20,13:50,Friday,DMT-R003,Yellow Line,Chhattarpur,14,Platform Crowding,Foggy,Medium,562,0,0,28
2026-02-24,08:30,Tuesday,DMT-R003,Yellow Line,New Delhi,12,Platform Crowding,Smoggy,Medium,504,1,0,24
2026-02-06,16:14,Friday,DMT-G019,Green Line,Shivaji Park,3,Passenger Emergency,Foggy,Low,106,0,0,16
2026-02-01,17:04,Sunday,DMT-R015,Blue Line,Indraprastha,58,Track Maintenance,Foggy,High,2343,1,1,62
2026-01-16,23:18,Friday,DMT-B020,Blue Line,Karol Bagh,8,Staff Shortage,Clear,Low,321,0,0,18
2026-02-26,07:48,Thursday,DMT-B007,Green Line,Shivaji Park,20,Signal Failure,Cloudy,High,776,0,1,29
2026-02-25,15:32,Wednesday,DMT-Y006,Green Line,Madipur,18,Overcrowding,Cloudy,Medium,730,0,0,26
2026-01-14,08:31,Wednesday,DMT-R023,Blue Line,Rajiv Chowk,13,Weather Disruption,Foggy,Medium,535,1,0,26
2026-01-06,09:11,Tuesday,DMT-Y020,Red Line,Keshav Puram,6,Passenger Emergency,Cloudy,Low,240,1,0,9
2026-02-23,12:51,Monday,DMT-R003,Green Line,Mundka,3,Weather Disruption,Foggy,Low,110,0,0,17
2026-01-02,08:57,Friday,DMT-V013,Blue Line,Janakpuri West,5,Door Malfunction,Clear,Low,185,1,0,18
2026-01-14,14:04,Wednesday,DMT-R003,Blue Line,Mandi House,7,Door Malfunction,Rainy,Low,292,0,0,18
2026-01-09,10:26,Friday,DMT-V008,Violet Line,Neelam Chowk Ajronda,28,Signal Failure,Foggy,High,1136,1,0,30
2026-02-25,09:30,Wednesday,DMT-Y024,Red Line,Rithala,22,Passenger Emergency,Clear,High,836,1,0,31
2026-01-08,17:22,Thursday,DMT-V020,Blue Line,Rajiv Chowk,2,Technical Fault,Foggy,Low,87,1,0,10
2026-01-21,18:37,Wednesday,DMT-G025,Blue Line,Noida Sector 16,28,Overcrowding,Cloudy,High,1052,1,0,42
2026-02-09,11:14,Monday,DMT-Y007,Yellow Line,Model Town,12,Weather Disruption,Clear,Medium,477,0,0,25
2026-02-27,16:51,Friday,DMT-R018,Blue Line,Rajiv Chowk,40,Power Failure,Rainy,High,1680,0,0,52
2026-02-18,08:49,Wednesday,DMT-R009,Blue Line,Yamuna Bank,22,Platform Crowding,Foggy,High,858,1,0,35
2026-01-04,15:45,Sunday,DMT-V008,Yellow Line,Vishwavidyalaya,9,Weather Disruption,Rainy,Low,352,0,1,15
2026-02-05,09:47,Thursday,DMT-Y021,Green Line,Paschim Vihar East,46,Signal Failure,Rainy,High,1931,1,0,59
2026-02-06,18:58,Friday,DMT-R002,Violet Line,Janpath,16,Platform Crowding,Clear,Medium,611,1,0,27
2026-01-18,20:15,Sunday,DMT-Y012,Green Line,Paschim Vihar West,1,Door Malfunction,Clear,Low,38,0,1,11
2026-01-09,10:10,Friday,DMT-G009,Blue Line,Indraprastha,22,Passenger Emergency,Clear,High,853,1,0,35
2026-01-08,11:58,Thursday,DMT-G024,Red Line,Inderlok,13,Door Malfunction,Foggy,Medium,527,0,0,16
2026-01-19,15:00,Monday,DMT-G022,Red Line,Rithala,7,Platform Crowding,Smoggy,Low,244,0,0,10
2026-01-29,18:41,Thursday,DMT-V020,Yellow Line,Sultanpur,30,Power Failure,Cloudy,High,1272,1,0,37
2026-01-05,23:00,Monday,DMT-Y016,Violet Line,Kashmere Gate,20,Technical Fault,Cloudy,High,844,0,0,32
2026-02-07,18:03,Saturday,DMT-V001,Yellow Line,IFFCO Chowk,55,Track Maintenance,Cloudy,High,1760,1,0,57
2026-01-09,05:55,Friday,DMT-Y007,Yellow Line,Jor Bagh,6,Security Alert,Foggy,Low,254,0,0,14
2026-02-13,13:46,Friday,DMT-G020,Green Line,Paschim Vihar East,16,Overcrowding,Foggy,Medium,630,0,0,27
2026-01-13,10:25,Tuesday,DMT-R022,Green Line,Nangloi Railway Station,4,Security Alert,Cloudy,Low,146,1,0,7
2026-01-26,05:31,Monday,DMT-R022,Blue Line,Mandi House,6,Overcrowding,Smoggy,Low,242,0,1,11
2026-01-21,15:25,Wednesday,DMT-V019,Violet Line,Delhi Gate,18,Technical Fault,Cloudy,Medium,630,0,0,24
2026-01-20,15:34,Tuesday,DMT-Y008,Yellow Line,GTB Nagar,7,Signal Failure,Clear,Low,280,0,0,19
2026-01-27,12:56,Tuesday,DMT-V023,Red Line,Pitampura,53,Signal Failure,Rainy,High,2014,0,0,66
2026-01-11,07:48,Sunday,DMT-Y008,Violet Line,NHPC Chowk,41,Power Failure,Foggy,High,1746,0,1,44
2026-02-10,11:28,Tuesday,DMT-G025,Violet Line,Kashmere Gate,15,Door Malfunction,Foggy,Medium,645,0,0,24
2026-01-24,10:22,Saturday,DMT-R017,Green Line,Nangloi Railway Station,1,Platform Crowding,Cloudy,Low,42,1,0,15
2026-01-12,21:02,Monday,DMT-G001,Yellow Line,Vishwavidyalaya,19,Passenger Emergency,Rainy,Medium,881,0,0,31
2026-01-06,11:12,Tuesday,DMT-Y004,Violet Line,Moolchand,7,Overcrowding,Smoggy,Low,261,0,0,10
2026-01-20,11:52,Tuesday,DMT-R001,Red Line,Kashmere Gate,18,Track Maintenance,Foggy,Medium,705,0,0,20
2026-02-04,14:46,Wednesday,DMT-G024,Yellow Line,Jor Bagh,57,Signal Failure,Rainy,High,2097,0,0,66
2026-01-26,11:13,Monday,DMT-B018,Violet Line,Kailash Colony,9,Door Malfunction,Foggy,Low,408,0,1,21
2026-01-06,10:31,Tuesday,DMT-G025,Violet Line,Kailash Colony,20,Signal Failure,Foggy,High,824,1,0,25
2026-02-02,23:29,Monday,DMT-V021,Yellow Line,Qutab Minar,22,Overcrowding,Clear,High,915,0,0,34
2026-02-12,19:49,Thursday,DMT-G020,Violet Line,Badarpur Border,29,Passenger Emergency,Rainy,High,1096,1,0,32
2026-01-05,17:49,Monday,DMT-G021,Green Line,Kirti Nagar,13,Switch Failure,Foggy,Medium,522,1,0,19
2026-02-02,06:08,Monday,DMT-G021,Green Line,Paschim Vihar East,5,Signal Failure,Clear,Low,202,0,0,19
2026-01-10,19:33,Saturday,DMT-B004,Blue Line,Yamuna Bank,26,Track Maintenance,Foggy,High,1107,1,0,37
2026-01-31,07:28,Saturday,DMT-R017,Violet Line,Sarai,25,Power Failure,Clear,High,1130,0,0,38
2026-01-29,05:13,Thursday,DMT-R009,Yellow Line,Arjan Garh,3,Platform Crowding,Smoggy,Low,122,0,0,7
2026-02-09,09:04,Monday,DMT-V007,Red Line,Rithala,7,Passenger Emergency,Clear,Low,281,1,0,9
2026-01-17,12:01,Saturday,DMT-Y006,Green Line,Paschim Vihar East,12,Signal Failure,Clear,Medium,552,0,0,15
2026-01-25,14:38,Sunday,DMT-B001,Violet Line,Jangpura,27,Signal Failure,Foggy,High,1231,0,1,35
2026-02-02,08:26,Monday,DMT-Y022,Violet Line,Neelam Chowk Ajronda,10,Weather Disruption,Cloudy,Medium,346,1,0,18
2026-01-10,11:33,Saturday,DMT-Y003,Blue Line,Dwarka Sector 21,33,Passenger Emergency,Foggy,High,1227,0,0,44
2026-02-14,21:26,Saturday,DMT-R025,Green Line,Punjabi Bagh,31,Passenger Emergency,Foggy,High,1233,0,0,39
2026-02-11,14:45,Wednesday,DMT-R011,Yellow Line,Vishwavidyalaya,19,Technical Fault,Cloudy,Medium,828,0,0,27
2026-01-01,19:15,Thursday,DMT-R010,Green Line,Paschim Vihar West,20,Technical Fault,Foggy,High,844,1,0,32
2026-01-27,20:17,Tuesday,DMT-V023,Red Line,Pulbangash,16,Passenger Emergency,Foggy,Medium,572,0,0,22
2026-01-09,08:11,Friday,DMT-R023,Green Line,Brigadier Hoshiar Singh,18,Passenger Emergency,Rainy,Medium,705,1,0,24
2026-01-30,05:15,Friday,DMT-Y006,Green Line,Madipur,6,Security Alert,Foggy,Low,228,0,0,13
2026-01-20,19:45,Tuesday,DMT-G022,Blue Line,Moti Nagar,37,Signal Failure,Clear,High,1450,1,0,46
2026-01-02,17:31,Friday,DMT-G023,Blue Line,Noida Sector 16,21,Overcrowding,Smoggy,High,785,1,0,23
2026-01-26,17:28,Monday,DMT-R020,Red Line,Shastri Park,20,Overcrowding,Clear,High,824,1,1,24
2026-02-22,08:22,Sunday,DMT-V011,Green Line,Mundka,30,Track Maintenance,Cloudy,High,1338,1,1,39
2026-01-27,10:05,Tuesday,DMT-B017,Red Line,Kanhaiya Nagar,32,Technical Fault,Rainy,High,1171,1,0,36
2026-01-16,17:02,Friday,DMT-V021,Green Line,Udyog Nagar,35,Signal Failure,Smoggy,High,1351,1,0,44
2026-02-11,23:18,Wednesday,DMT-R007,Violet Line,Jama Masjid,23,Door Malfunction,Rainy,High,975,0,0,26
2026-02-16,19:24,Monday,DMT-G004,Violet Line,Kailash Colony,44,Signal Failure,Foggy,High,1804,1,0,55
